시도명,시군구명,읍/면/동,설치유무,등록인구수,어린이보호구역개수,화재발생횟수,관광지개수,예상범죄비율
전라북도,정읍시,시기동,0.0,3471.0,2.0,0.0,0.0,0.0011313575068158182
전라북도,정읍시,초산동,0.0,11030.0,0.0,0.0,0.0,0.0035960493053364285
전라북도,정읍시,연지동,0.0,6130.0,3.0,0.0,0.0,0.0019989232696663215
전라북도,정읍시,농소동,0.0,4189.0,0.0,0.0,0.0,0.0013656793284307844
전라북도,정읍시,상교동,0.0,3967.0,0.0,0.0,0.0,0.0012930826904457794
충청남도,아산시,염치읍,0.0,6980.0,3.0,0.0,0.0,0.0022037751689309394
충청남도,아산시,배방읍,0.0,74906.0,20.0,0.0,0.0,0.023649253296857718
충청남도,아산시,송악면,1.0,4355.0,2.0,0.0,1.0,0.0013750234501516264
충청남도,아산시,탕정면,0.0,21879.0,5.0,0.0,0.0,0.006907462287484125
충청남도,아산시,음봉면,1.0,20996.0,5.0,0.0,0.0,0.006628576193046681
충청남도,아산시,둔포면,1.0,25135.0,6.0,0.0,0.0,0.007935315676776768
충청남도,아산시,영인면,1.0,6397.0,3.0,0.0,0.0,0.002019767848889739
충청남도,아산시,인주면,1.0,7478.0,2.0,0.0,0.0,0.002361187680997435
충청남도,아산시,선장면,1.0,3664.0,2.0,0.0,0.0,0.001156514757602701
충청남도,아산시,도고면,1.0,4630.0,2.0,0.0,0.0,0.00146199566001485
충청남도,아산시,신창면,0.0,25247.0,5.0,0.0,0.0,0.007971254606472316
충청남도,아산시,온양1동,0.0,10085.0,0.0,0.0,0.0,0.0031841891710254603
충청남도,아산시,온양2동,0.0,7869.0,0.0,0.0,0.0,0.0024840988205562056
충청남도,아산시,온양3동,0.0,37848.0,0.0,0.0,0.0,0.011948975345175453
충청남도,아산시,온양4동,0.0,19078.0,0.0,0.0,1.0,0.00602336461697367
충청남도,아산시,온양5동,0.0,26973.0,0.0,0.0,0.0,0.008516088780656806
충청남도,아산시,온양6동,0.0,29554.0,0.0,0.0,0.0,0.0093304649275579
충청북도,진천군,진천읍,1.0,31917.0,12.0,0.0,0.0,0.02668034262738015
충청북도,진천군,덕산면,0.0,22439.0,5.0,0.0,0.0,0.01875796496529378
충청북도,진천군,초평면,1.0,3508.0,4.0,0.0,0.0,0.0029326166631566315
충청북도,진천군,문백면,1.0,4147.0,4.0,0.0,0.0,0.0034666691584324593
충청북도,진천군,백곡면,1.0,2167.0,2.0,0.0,0.0,0.0018113220566555665
충청북도,진천군,이월면,0.0,8078.0,6.0,0.0,0.0,0.006752924889793273
충청북도,진천군,광혜원면,1.0,12009.0,3.0,0.0,0.0,0.010038461842560176
