,시도명,시군구명,읍/면/동,설치유무,화재발생횟수,화재발생비율,어린이보호구역수,어린이보호구역비율
281,서울특별시,광진구,군자동,1.0,12.0,0.06,,
282,서울특별시,광진구,구의동,1.0,32.0,0.16,,
283,서울특별시,광진구,자양동,1.0,54.0,0.27,,
284,서울특별시,광진구,중곡동,1.0,52.0,0.26,,
285,서울특별시,구로구,가리봉동,0.0,19.0,0.073076923076923,,
286,서울특별시,구로구,개봉동,0.0,44.0,0.1692307692307692,,
287,서울특별시,구로구,고척동,0.0,27.0,0.1038461538461538,,
288,서울특별시,구로구,구로동,0.0,114.0,0.4384615384615384,,
289,서울특별시,구로구,궁동,0.0,6.0,0.023076923076923,,
290,서울특별시,구로구,신도림동,0.0,13.0,0.05,,
291,서울특별시,구로구,오류동,0.0,25.0,0.0961538461538461,,
292,서울특별시,구로구,온수동,0.0,7.0,0.0269230769230769,,
293,서울특별시,구로구,천왕동,0.0,4.0,0.0153846153846153,,
294,서울특별시,구로구,항동,0.0,1.0,0.0038461538461538,,
295,서울특별시,금천구,가산동,0.0,32.0,0.1839080459770115,,
296,서울특별시,금천구,독산동,0.0,75.0,0.4310344827586206,,
297,서울특별시,금천구,시흥동,0.0,67.0,0.3850574712643678,,
298,서울특별시,노원구,공릉동,0.0,45.0,0.1612903225806451,,
299,서울특별시,노원구,상계동,0.0,116.0,0.4157706093189964,,
300,서울특별시,노원구,월계동,0.0,39.0,0.1397849462365591,,
301,서울특별시,노원구,중계동,0.0,54.0,0.1935483870967742,,
302,서울특별시,노원구,하계동,0.0,25.0,0.089605734767025,,
303,서울특별시,도봉구,도봉동,0.0,28.0,0.1458333333333333,,
304,서울특별시,도봉구,방학동,0.0,63.0,0.328125,,
305,서울특별시,도봉구,쌍문동,0.0,42.0,0.21875,,
306,서울특별시,도봉구,창동,0.0,59.0,0.3072916666666667,,
307,서울특별시,동대문구,답십리동,0.0,22.0,0.11,,
308,서울특별시,동대문구,신설동,0.0,5.0,0.025,,
309,서울특별시,동대문구,용두동,0.0,16.0,0.08,,
310,서울특별시,동대문구,이문동,0.0,19.0,0.095,,
311,서울특별시,동대문구,장안동,0.0,46.0,0.23,,
312,서울특별시,동대문구,전농동,0.0,24.0,0.12,,
313,서울특별시,동대문구,제기동,0.0,27.0,0.135,,
314,서울특별시,동대문구,청량리동,0.0,14.0,0.07,,
315,서울특별시,동대문구,회기동,0.0,7.0,0.035,,
316,서울특별시,동대문구,휘경동,0.0,20.0,0.1,,
317,서울특별시,동작구,노량진동,0.0,31.0,0.1396396396396396,,
318,서울특별시,동작구,대방동,0.0,15.0,0.0675675675675675,,
319,서울특별시,동작구,동작동,0.0,6.0,0.027027027027027,,
320,서울특별시,동작구,본동,0.0,8.0,0.036036036036036,,
321,서울특별시,동작구,사당동,0.0,53.0,0.2387387387387387,,
322,서울특별시,동작구,상도1동,0.0,4.0,0.018018018018018,,
323,서울특별시,동작구,상도동,0.0,57.0,0.2567567567567567,,
324,서울특별시,동작구,신대방동,0.0,26.0,0.1171171171171171,,
325,서울특별시,동작구,흑석동,0.0,22.0,0.0990990990990991,,
326,서울특별시,마포구,공덕동,0.0,6.0,0.025531914893617,,
327,서울특별시,마포구,노고산동,0.0,14.0,0.0595744680851063,,
328,서울특별시,마포구,당인동,0.0,1.0,0.0042553191489361,,
329,서울특별시,마포구,대흥동,0.0,11.0,0.0468085106382978,,
330,서울특별시,마포구,도화동,0.0,11.0,0.0468085106382978,,
331,서울특별시,마포구,동교동,0.0,10.0,0.0425531914893617,,
332,서울특별시,마포구,마포동,0.0,3.0,0.0127659574468085,,
333,서울특별시,마포구,망원동,0.0,17.0,0.0723404255319148,,
334,서울특별시,마포구,상수동,0.0,8.0,0.0340425531914893,,
335,서울특별시,마포구,상암동,0.0,27.0,0.1148936170212766,,
336,서울특별시,마포구,서교동,0.0,44.0,0.1872340425531914,,
337,서울특별시,마포구,성산동,0.0,27.0,0.1148936170212766,,
338,서울특별시,마포구,신공덕동,0.0,4.0,0.0170212765957446,,
339,서울특별시,마포구,신수동,0.0,8.0,0.0340425531914893,,
340,서울특별시,마포구,신정동,0.0,2.0,0.0085106382978723,,
341,서울특별시,마포구,아현동,0.0,8.0,0.0340425531914893,,
342,서울특별시,마포구,연남동,0.0,11.0,0.0468085106382978,,
343,서울특별시,마포구,염리동,0.0,3.0,0.0127659574468085,,
344,서울특별시,마포구,용강동,0.0,1.0,0.0042553191489361,,
345,서울특별시,마포구,중동,0.0,2.0,0.0085106382978723,,
346,서울특별시,마포구,창전동,0.0,2.0,0.0085106382978723,,
347,서울특별시,마포구,토정동,0.0,1.0,0.0042553191489361,,
348,서울특별시,마포구,하중동,0.0,1.0,0.0042553191489361,,
349,서울특별시,마포구,합정동,0.0,12.0,0.051063829787234,,
350,서울특별시,마포구,현석동,0.0,1.0,0.0042553191489361,,
351,서울특별시,서대문구,충현동,0.0,0.0,0.0,,
352,서울특별시,서대문구,천연동,0.0,1.0,0.0043103448275862,,
353,서울특별시,서대문구,북아현동,0.0,9.0,0.0387931034482758,,
354,서울특별시,서대문구,신촌동,0.0,4.0,0.0172413793103448,,
355,서울특별시,서대문구,연희동,0.0,27.0,0.1163793103448275,,
356,서울특별시,서대문구,홍제1동,0.0,0.0,0.0,,
357,서울특별시,서대문구,홍제2동,0.0,0.0,0.0,,
358,서울특별시,서대문구,홍제3동,0.0,0.0,0.0,,
359,서울특별시,서대문구,홍은1동,0.0,0.0,0.0,,
360,서울특별시,서대문구,홍은2동,0.0,0.0,0.0,,
361,서울특별시,서대문구,남가좌1동,0.0,0.0,0.0,,
362,서울특별시,서대문구,남가좌2동,0.0,0.0,0.0,,
363,서울특별시,서대문구,북가좌1동,0.0,0.0,0.0,,
364,서울특별시,서대문구,북가좌2동,0.0,0.0,0.0,,
365,서울특별시,서대문구,남가좌동,0.0,23.0,0.0991379310344827,,
366,서울특별시,서대문구,냉천동,0.0,5.0,0.021551724137931,,
367,서울특별시,서대문구,대신동,0.0,6.0,0.0258620689655172,,
368,서울특별시,서대문구,대현동,0.0,10.0,0.043103448275862,,
369,서울특별시,서대문구,미근동,0.0,1.0,0.0043103448275862,,
370,서울특별시,서대문구,북가좌동,0.0,27.0,0.1163793103448275,,
371,서울특별시,서대문구,영천동,0.0,2.0,0.0086206896551724,,
372,서울특별시,서대문구,옥천동,0.0,2.0,0.0086206896551724,,
373,서울특별시,서대문구,창천동,0.0,41.0,0.1767241379310344,,
374,서울특별시,서대문구,충정로2가,0.0,5.0,0.021551724137931,,
375,서울특별시,서대문구,충정로3가,0.0,4.0,0.0172413793103448,,
376,서울특별시,서대문구,합동,0.0,2.0,0.0086206896551724,,
377,서울특별시,서대문구,현저동,0.0,2.0,0.0086206896551724,,
378,서울특별시,서대문구,홍은동,0.0,39.0,0.168103448275862,,
379,서울특별시,서대문구,홍제동,1.0,22.0,0.0948275862068965,,
380,서울특별시,서초구,내곡동,0.0,9.0,0.0371900826446281,,
381,서울특별시,서초구,반포동,0.0,34.0,0.140495867768595,,
382,서울특별시,서초구,방배동,0.0,59.0,0.2438016528925619,,
383,서울특별시,서초구,서초동,0.0,72.0,0.2975206611570248,,
384,서울특별시,서초구,신원동,0.0,2.0,0.0082644628099173,,
385,서울특별시,서초구,양재동,0.0,39.0,0.1611570247933884,,
386,서울특별시,서초구,염곡동,0.0,2.0,0.0082644628099173,,
387,서울특별시,서초구,우면동,0.0,11.0,0.0454545454545454,,
388,서울특별시,서초구,원지동,0.0,3.0,0.012396694214876,,
389,서울특별시,서초구,잠원동,0.0,11.0,0.0454545454545454,,
390,서울특별시,성동구,금호동1가,0.0,4.0,0.0203045685279187,,
391,서울특별시,성동구,금호동2가,0.0,3.0,0.015228426395939,,
392,서울특별시,성동구,금호동3가,0.0,7.0,0.0355329949238578,,
393,서울특별시,성동구,금호동4가,0.0,11.0,0.0558375634517766,,
394,서울특별시,성동구,도선동,0.0,1.0,0.0050761421319796,,
395,서울특별시,성동구,마장동,0.0,16.0,0.0812182741116751,,
396,서울특별시,성동구,사근동,0.0,10.0,0.0507614213197969,,
397,서울특별시,성동구,성수동1가,0.0,28.0,0.1421319796954314,,
398,서울특별시,성동구,성수동2가,0.0,63.0,0.3197969543147208,,
399,서울특별시,성동구,송정동,0.0,5.0,0.0253807106598984,,
400,서울특별시,성동구,옥수동,0.0,4.0,0.0203045685279187,,
401,서울특별시,성동구,용답동,0.0,10.0,0.0507614213197969,,
402,서울특별시,성동구,응봉동,0.0,7.0,0.0355329949238578,,
403,서울특별시,성동구,하왕십리동,0.0,8.0,0.0406091370558375,,
404,서울특별시,성동구,행당동,0.0,18.0,0.0913705583756345,,
405,서울특별시,성동구,홍익동,0.0,2.0,0.0101522842639593,,
406,서울특별시,성북구,길음동,0.0,10.0,0.0546448087431694,,
407,서울특별시,성북구,돈암동,0.0,6.0,0.0327868852459016,,
