"읍면동별(1)",읍면동별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"읍면동별(1)",읍면동별(2),세대수 (세대),등록인구 (명),등록인구 (명),등록인구 (명),한국인 (명),한국인 (명),한국인 (명),외국인 (명),외국인 (명),외국인 (명),65세이상 고령자 (명)
"읍면동별(1)",읍면동별(2),소계,소계,남,여,소계,남,여,소계,남,여,소계
"속초시",노학동,10150,22790,11207,11583,22594,11099,11495,196,108,88,3370
"속초시",조양동,10560,25042,12185,12857,24856,12109,12747,186,76,110,3001
"속초시",청호동,2501,4879,2546,2333,4645,2333,2312,234,213,21,1125
"속초시",대포동,1783,3426,1752,1674,3324,1700,1624,102,52,50,965
"삼척시",소계,34227,69115,35032,34083,68326,34587,33739,789,445,344,15481
"삼척시",도계읍,6831,11507,5755,5752,11421,5726,5695,86,29,57,2526
"삼척시",원덕읍,3119,5412,2804,2608,5311,2725,2586,101,79,22,1826
"삼척시",근덕면,3116,5565,2865,2700,5439,2761,2678,126,104,22,2014
"삼척시",하장면,709,1366,717,649,1348,712,636,18,5,13,433
"삼척시",노곡면,428,723,391,332,722,391,331,1,0,1,318
"삼척시",미로면,977,1947,988,959,1924,976,948,23,12,11,748
"삼척시",가곡면,438,735,368,367,724,367,357,11,1,10,291
"삼척시",신기면,371,674,363,311,660,354,306,14,9,5,270
"삼척시",남양동,3982,8142,3984,4158,8072,3959,4113,70,25,45,2118
"삼척시",교동,5945,14802,7616,7186,14693,7562,7131,109,54,55,1402
"삼척시",정라동,4482,9616,4905,4711,9448,4807,4641,168,98,70,1721
"삼척시",성내동,3829,8626,4276,4350,8564,4247,4317,62,29,33,1814
"홍천군",소계,32760,70898,36227,34671,69949,35671,34278,949,556,393,16406
"홍천군",홍천읍,15178,35919,18021,17898,35616,17875,17741,303,146,157,5604
"홍천군",화촌면,2452,4736,2449,2287,4674,2411,2263,62,38,24,1628
"홍천군",두촌면,1275,2425,1210,1215,2408,1197,1211,17,13,4,923
"홍천군",내촌면,1259,2447,1266,1181,2413,1254,1159,34,12,22,843
"홍천군",서석면,1893,3945,1997,1948,3855,1954,1901,90,43,47,1155
"홍천군",동면,1870,3872,1969,1903,3838,1948,1890,34,21,13,1338
"홍천군",남면,2971,6169,3271,2898,6056,3195,2861,113,76,37,1548
"홍천군",서면,2222,3886,2032,1854,3866,2026,1840,20,6,14,1234
"홍천군",북방면,1969,4014,2114,1900,3945,2071,1874,69,43,26,1217
"홍천군",내면,1671,3485,1898,1587,3278,1740,1538,207,158,49,916
"횡성군",소계,22411,47340,24189,23151,46726,23828,22898,614,361,253,12445
"횡성군",횡성읍,9132,21273,10662,10611,21070,10570,10500,203,92,111,4052
"횡성군",우천면,2377,4703,2466,2237,4532,2334,2198,171,132,39,1424
"횡성군",안흥면,1455,3153,1630,1523,3093,1591,1502,60,39,21,926
"횡성군",둔내면,2907,5872,3081,2791,5815,3053,2762,57,28,29,1599
"횡성군",갑천면,1296,2362,1189,1173,2342,1182,1160,20,7,13,874
"횡성군",청일면,1319,2431,1241,1190,2417,1233,1184,14,8,6,922
"횡성군",공근면,1853,3626,1868,1758,3578,1837,1741,48,31,17,1256
"횡성군",서원면,1120,2165,1137,1028,2140,1124,1016,25,13,12,752
"횡성군",강림면,952,1755,915,840,1739,904,835,16,11,5,640
"영월군",소계,21011,39998,20580,19418,39730,20493,19237,268,87,181,10669
"영월군",영월읍,10625,21767,11087,10680,21632,11058,10574,135,29,106,4393
"영월군",상동읍,712,1143,596,547,1135,590,545,8,6,2,441
"영월군",중동면,879,1544,815,729,1535,812,723,9,3,6,539
