시도명,시군구명,읍/면/동,설치유무,등록인구수,어린이보호구역개수,화재발생횟수,관광지개수,예상범죄발생횟수
강원도,횡성군,우천면,0.0,4703.0,3.0,0.0,0.0,0.3855626642447735
강원도,횡성군,안흥면,0.0,3153.0,2.0,0.0,0.0,0.25849012978179264
강원도,횡성군,둔내면,0.0,5872.0,1.0,0.0,1.0,0.48139994991395063
강원도,횡성군,갑천면,0.0,2362.0,1.0,0.0,1.0,0.19364214606552305
강원도,횡성군,청일면,0.0,2431.0,1.0,0.0,0.0,0.19929892340613317
강원도,횡성군,공근면,0.0,3626.0,2.0,0.0,0.0,0.29726774836307646
강원도,횡성군,서원면,0.0,2165.0,2.0,0.0,1.0,0.17749163684667968
강원도,횡성군,강림면,0.0,1755.0,1.0,0.0,0.0,0.1438789019242138
경기도,가평군,가평읍,1.0,10052.0,6.0,0.0,0.0,490.0245591358139
경기도,가평군,설악면,1.0,5002.0,4.0,0.0,0.0,243.84230449635305
경기도,가평군,청평면(외서면),0.0,7270.0,4.0,0.0,1.0,354.40494875819405
경기도,가평군,상면,1.0,2903.0,3.0,0.0,1.0,141.51823469670393
경기도,가평군,조종면,1.0,5204.0,1.0,0.0,0.0,253.6895946819315
경기도,가평군,북면,1.0,2062.0,2.0,0.0,0.0,100.52035823100361
광주광역시,광산구,송정1동,0.0,11615.0,2.0,0.0,0.0,25.116389120262006
광주광역시,광산구,송정2동,0.0,6870.0,3.0,0.0,0.0,14.855754907981055
광주광역시,광산구,도산동,1.0,16382.0,14.0,0.0,0.0,35.424596346804314
광주광역시,광산구,신흥동,0.0,4972.0,0.0,0.0,0.0,10.751501223068676
광주광역시,광산구,어룡동,0.0,34436.0,0.0,0.0,0.0,74.46474177747244
광주광역시,광산구,우산동,1.0,24767.0,8.0,0.0,0.0,53.55640200960215
광주광역시,광산구,월곡1동,0.0,13198.0,7.0,0.0,0.0,28.53948373734119
광주광역시,광산구,월곡2동,0.0,20417.0,8.0,0.0,0.0,44.14991964428663
광주광역시,광산구,비아동,1.0,7905.0,11.0,0.0,0.0,17.093848988004403
광주광역시,광산구,첨단1동,0.0,26073.0,0.0,0.0,0.0,56.380509128935955
광주광역시,광산구,첨단2동,0.0,44762.0,0.0,0.0,0.0,96.79378474396623
광주광역시,광산구,신가동,1.0,22049.0,18.0,0.0,0.0,47.67897233858432
광주광역시,광산구,운남동,1.0,31745.0,21.0,0.0,0.0,68.64569716941173
광주광역시,광산구,신창동,1.0,34769.0,15.0,0.0,0.0,75.18482422061038
광주광역시,광산구,수완동,0.0,79513.0,13.0,0.0,0.0,171.93968558927185
광주광역시,광산구,하남동,0.0,25118.0,4.0,0.0,0.0,54.315407828044854
광주광역시,광산구,임곡동,0.0,2239.0,2.0,0.0,0.0,4.841635405963549
광주광역시,광산구,동곡동,0.0,2063.0,0.0,0.0,0.0,4.461051291872622
광주광역시,광산구,평동,0.0,5412.0,0.0,0.0,0.0,11.702961508295992
광주광역시,광산구,삼도동,0.0,2354.0,1.0,0.0,0.0,5.090312525966143
광주광역시,광산구,본량동,0.0,2117.0,0.0,0.0,0.0,4.577821417786884
광주광역시,남구,양림동,0.0,7592.0,2.0,0.0,0.0,8.344418300971498
광주광역시,남구,방림1동,0.0,7274.0,2.0,0.0,0.0,7.994902360546189
광주광역시,남구,방림2동,0.0,9421.0,3.0,0.0,0.0,10.354684511782466
광주광역시,남구,봉선1동,0.0,15122.0,6.0,0.0,0.0,16.620691984627367
광주광역시,남구,봉선2동,0.0,29602.0,6.0,0.0,0.0,32.535757448018735
광주광역시,남구,사직동,1.0,5669.0,0.0,0.0,0.0,6.230836057456193
광주광역시,남구,월산동,0.0,8005.0,1.0,0.0,0.0,8.798349380832038
